,USD,INR,JPY,GBP,CNY
2024-08-02,-0.2864010933630552,-0.7311069607357694,-0.3660545749640657,0.6495740776591655,-0.3085099357279631
2024-08-05,0.0193295340549926,-0.3211796967084027,-1.776194182462491,1.4148626280315169,-0.3188199037993491
2024-08-06,-0.09969536669554653,-0.5036634465012302,-1.1718486363917384,1.5194578740960734,-0.30993200028953327
2024-08-07,-0.08335861561213614,-0.47457183421541715,-0.5622706613506735,1.353848734493855,-0.18407928659056036
2024-08-08,-0.06468804294538735,-0.45870368205951845,-0.7924975360442921,1.6022624438971824,-0.19545580308312477
2024-08-09,-0.09502772352885933,-0.48515060231935087,-0.6381408814201598,1.2666860294400566,-0.235629126947484
2024-08-12,-0.07635715086210534,-0.4639930661114872,-0.3974491487859241,1.1324554636572082,-0.1791020606250664
2024-08-13,-0.06235422136204375,-0.45870368205951845,-0.41837886466716556,1.0487792668055649,-0.22816328799924146
2024-08-14,0.14302207797221891,-0.2629964721367766,-0.2064654913696285,1.3320580582304078,-0.11226502623125965
2024-08-15,0.12435150530546495,-0.27886462429267533,-0.16460605960715305,1.185624713740025,-0.04507247569706431
2024-08-16,0.08467653838861856,-0.3211796967084027,-0.01286561946817307,0.7611423401280327,-0.06569241183983314
2024-08-19,0.1943661528057833,-0.2339048598509636,-0.40529779224138873,0.8613794509398995,-0.033695959204499915
2024-08-20,0.2947204808895684,-0.17307694325335318,-0.15414120166652862,0.8186697254635391,0.08860159309054602
2024-08-21,0.3694027715565688,-0.06199987816206607,-0.13321148578529463,0.9136770739721729,0.12913043309530017
2024-08-22,0.4137453816401024,-0.003816653590440025,-0.03379533534941451,0.599891335778504,0.19490091906792537
2024-08-23,0.38107187947329196,-0.04877641803215175,-0.10443312644858857,0.4168496551655279,0.149750369238069
2024-08-26,0.47909238597373355,0.043787802877252306,-0.4785517978257226,0.340146474718186,0.20236675801617104
2024-08-27,0.47675856439038994,0.04643249490323668,-0.4000653632710765,0.15971967525682174,0.2148098229299107
2024-08-28,0.3717365931399124,-0.03555295790223742,-0.5753517337764503,-0.0799777636411267,0.11028807765449325
2024-08-29,0.3040557672229428,-0.12547248678566086,-0.6302922379646951,-0.0695182390346701,-0.10302160658105207
2024-08-30,0.30172194563959925,-0.14398533096754015,-0.41314643569685333,-0.11745772681426365,-0.12719670412774786
2024-09-02,0.24104258447266047,-0.18101101933130254,-0.05472505123064851,-0.03203827586153314,-0.09448921921163114
2024-09-03,0.18036322330571652,-0.21803670769506492,-0.3948329343007717,-0.14796467358308976,-0.11688673605636501
2024-09-04,0.2153705470558757,-0.18365571135728692,-0.6564543828162488,-0.005889464345396482,-0.10479918728301713
2024-09-05,0.32506016147303524,-0.07786803031796477,-0.9337731182426551,0.05512442919226541,-0.07244721850729216
2024-09-06,0.339063090973102,-0.07522333829198416,-1.0044109093418292,0.03333375292880851,-0.10408815500223047
2024-09-09,0.19903379597247048,-0.20745793959113495,-1.1090594887480214,0.09609090056754811,-0.1257746395661777
2024-09-10,0.17102793697234212,-0.22861547579899863,-1.2974269316791647,0.008928195513749562,-0.14675009184934143
2024-09-11,0.19903379597247048,-0.1995238635131856,-1.613988884382894,0.104807171072927,-0.14532802728777128
2024-09-12,0.13602061322218295,-0.265641164162761,-1.5041078760063895,0.17889547036865722,-0.17839102834427975
2024-09-13,0.28771901613953765,-0.13340656286361022,-1.726486107244551,0.19196987612672553,-0.10977641324851109
2024-09-16,0.39274098739000995,-0.05142111005813611,-1.859913045987442,0.02025934717074018,0.0036332355367190154
2024-09-17,0.42308066797347677,-0.05142111005813611,-1.585210525046188,0.02025934717074018,0.03669623659323064
2024-09-18,0.3880733442233228,-0.09638087449984784,-1.2634161433721538,-0.025936886507765988,-0.05182728236452334
2024-09-19,0.4627556348903232,-0.04613172600617114,-0.8474380402325444,-0.2630194442541027,-0.04116179815274559
2024-09-20,0.4860938507237643,-0.05935518613608546,-0.4419247950335519,-0.30049940742723963,-0.05929312131276586
2024-09-23,0.3764042363066048,-0.1572087910974545,-0.8343569678067676,-0.642177211238123,-0.17945757676545815
2024-09-24,0.40907773847341516,-0.09109149044787909,-0.6878489566381072,-0.9019220722984409,-0.2320739655435602
2024-09-25,0.5514408550573903,0.02263026666938863,-0.33466000114220723,-0.5245075594154983,-0.08915647710574226
2024-09-26,0.46042181330697957,-0.05142111005813611,-0.5204112295881981,-0.7206236457865426,-0.259448708353788
2024-09-27,0.46742327805701034,-0.030263573850272438,-0.8212758953809982,-0.7990700803349623,-0.2534049339671125
2024-09-30,0.5561084982240775,0.08345818326699905,-0.7715678201630581,-0.6203865349746758,-0.15350489851680046
2024-10-01,0.29938812405625564,-0.14927471501950515,-0.8892974719950199,-0.9254560026629756,-0.403788261353173
2024-10-02,0.26438080030609645,-0.13605125488959083,-0.6564543828162488,-0.8426514328618664,-0.44111745609439507
2024-10-03,0.1896985096390961,-0.2048132475651506,-0.2064654913696285,0.002826806159982405,-0.5211085876827249
2024-10-04,0.16636029380565492,-0.2339048598509636,-0.2823357114391148,-0.45303414127137986,-0.5459947175102042
2024-10-07,0.05667067938849537,-0.329113772786352,-0.0364115498345669,-0.29352639102292877,-0.6633150438397561
2024-10-08,0.05667067938849537,-0.3396925408902857,-0.07303855262673012,-0.41555417809825257,-0.531063039613716
2024-10-09,-0.00167486019510498,-0.39523107343592745,0.052539742660696206,-0.4486760060186904,-0.5360402655792131
2024-10-10,-0.06002039977870015,-0.4481249139555885,0.021145168838837762,-0.49574386674774024,-0.5570157178623769
2024-10-11,-0.04601747027863337,-0.40580984153986116,0.044691099205231594,-0.47918295278752615,-0.5904342350592771
2024-10-14,-0.09969536669554653,-0.46663775813746783,0.1624207510371933,-0.5140480348090417,-0.5726584280396486
2024-10-15,-0.12770122569566972,-0.4957293704232808,0.021145168838837762,-0.7842524204758162,-0.4866235220646463
2024-10-16,-0.1417041551957365,-0.5142422146051638,-0.05210883674549612,-0.5663456578413247,-0.509021038909377
2024-10-17,-0.21405262427939326,-0.5750701312027743,-0.07042233814157774,-0.6970897154220177,-0.5538160725988417
2024-10-18,-0.25839523436292683,-0.6068064355145679,-0.0050169760127084595,-0.9498615600780345,-0.6675812375244666
2024-10-21,-0.24439230486286523,-0.5962276674106379,0.0054478819279085424,-0.8191175024973415,-0.6202975908522534
2024-10-22,-0.3190745955298656,-0.6676343521121784,0.11794510478956548,-0.7973268262338846,-0.672202947349572
2024-10-23,-0.4451009610304355,-0.7813561092294461,0.4946799906518519,-0.9646792199371805,-0.7763691764845946
2024-10-24,-0.3657510271967428,-0.71259411655389,0.35340440845349635,-0.9106383428038295,-0.7447282399896562
2024-10-25,-0.30973930919649123,-0.6517661999562797,0.4397394864635996,-0.7816375393242045,-0.6469613013816978
2024-10-28,-0.3260760602798964,-0.6702790441381627,0.6307231438799027,-0.8409081787607887,-0.6554936887511188
2024-10-29,-0.42876420994703035,-0.7734220331515005,0.756301439167329,-1.076247482406038,-0.7280189813912061
2024-10-30,-0.3330775250299324,-0.6755684281901277,0.8217068012961982,-0.7232385269381544,-0.6714919150687854
2024-10-31,-0.17671147894589048,-0.5301103667610626,0.9237391662172382,-0.4373448543616998,-0.5356847494388214
2024-11-01,-0.16971001419585968,-0.5274656747350782,0.7249068653454706,-0.22379622697989768,-0.5474167820717744
2024-11-04,-0.1253674041123261,-0.46928245016345216,0.706593363949389,-0.16714046869492524,-0.561637427687479
2024-11-05,-0.1417041551957365,-0.48515060231935087,0.8269392302665105,-0.29178313692186075,-0.5467057497909908
2024-11-06,-0.6131361150311955,-0.8765650221648346,0.5967123555728918,-0.8993071911468292,-0.7692588536767437
2024-11-07,-0.40309217253024554,-0.6755684281901277,0.7693825115931058,-0.9324290190672767,-0.6341627203275633
2024-11-08,-0.4334318531137175,-0.688791888320042,0.36910169536442555,-0.9298141379156649,-0.6078545259385139
2024-11-11,-0.7158242646983242,-0.9532610909183437,0.27491797389885025,-1.372600679588959,-0.7905898221002993
2024-11-12,-0.7951741985320118,-1.0326018516978333,0.24613961456215164,-1.2374984867555667,-0.7685478213959602
2024-11-13,-0.7671683395318886,-1.0061549314380047,0.5077610630776287,-0.733698051544611,-0.8236528231568078
2024-11-14,-0.9912152115329,-1.1992174493347658,0.3847989822753548,-0.9559629494318016,-0.9512831175577456
2024-11-15,-0.8745241323657045,-1.096074460321428,0.4161935560972132,-0.6970897154220177,-0.8712919859694126
2024-11-18,-0.9468726014493665,-1.1674811450229685,0.25398825801761626,-0.6055688751155297,-0.8890677929890444
2024-11-19,-0.8861932402824225,-1.111942612477323,-0.01548183395332546,-0.5375819651735666,-0.8407175978956527
2024-11-20,-0.9235343856159253,-1.1621917609710035,0.431890843008135,-0.762461744212369,-0.8584934049152813
2024-11-21,-1.0075519626163052,-1.2097962174386958,-0.06257369468611312,-0.8557258386199348,-0.9736806344024764
2024-11-22,-1.2736076231175066,-1.4716207280110132,-0.5047139426772688,-0.914996478056519,-1.2388956751353404
2024-11-25,-1.079900431699962,-1.3314520506339167,-0.2954167838648916,-0.6883734449166388,-1.0398066365154965
2024-11-26,-1.0168872489496796,-1.2679794420103219,-0.42884372260778253,-0.6752990391585705,-0.9519941498385291
2024-11-27,-0.9958828546995873,-1.2177302935166452,-0.8160434664106859,-0.7450292032016113,-0.9228418263263395
2024-11-28,-0.9702108172828025,-1.175415221100918,-0.7532543187669765,-0.893205801793062,-0.9029329224643541
2024-11-29,-0.9235343856159253,-1.1040085363993775,-1.0802811294113228,-0.914996478056519,-0.8741361150925561
2024-12-02,-1.0518945726998388,-1.1886386812308323,-1.3157404330752462,-1.182585982571672,-0.8965336319372869
2024-12-03,-1.0402254647831208,-1.1833492971788673,-1.4308538704220557,-0.9864698962006277,-0.836806920351334
2024-12-04,-1.086901896449998,-1.2071515254127114,-1.0933622018370923,-1.2418566220082563,-0.9448838270306784
2024-12-05,-0.9748784604494897,-1.1225213805812568,-1.1116757032331739,-1.2680054335244026,-0.8410731140360445
2024-12-06,-0.8791917755323917,-1.0273124676458685,-0.9206920458168782,-1.220065945744809,-0.7433061754280861
2024-12-09,-0.9095314561158636,-1.0061549314380047,-0.8814488285395552,-1.263647298271713,-0.772458498940279
2024-12-10,-1.0052181410329617,-1.096074460321428,-0.7924975360442921,-1.4815540609062046,-0.9203532133435909
2024-12-11,-1.0518945726998388,-1.1489683008410854,-0.6329084524498549,-1.5661018848083914,-0.9331517943977222
2024-12-12,-1.0892357180333416,-1.1780599131268985,-0.8291245388364628,-1.5922506963245282,-0.9495055368557807
2024-12-13,-1.026222535283054,-1.1383895327371554,-0.34512485908283164,-1.0562000602436685,-0.8648926954423485
2024-12-16,-1.0728989669499311,-1.1569023769190347,-0.27187085349849777,-1.1416195111963894,-0.8816019540407987
2024-12-17,-1.0752327885332749,-1.1516129928670698,-0.298032998350044,-1.4004927452061733,-0.8812464379004069
2024-12-18,-1.0775666101166184,-1.1463236088151048,-0.32681135768674263,-1.5120610076750307,-0.8816019540407987
2024-12-19,-1.3132825900343479,-1.326162666581948,0.07870188751224243,-1.5774330364653821,-1.096689218978309
2024-12-20,-1.324951697951071,-1.3578989708937454,0.031610026779454764,-1.1241869701856315,-1.1062881547689083
2024-12-23,-1.3179502332010402,-1.3314520506339167,0.15457210758173615,-1.098038158669495,-1.0956226705571306
2024-12-24,-1.3132825900343479,-1.3129392064520335,0.1257937482450301,-1.263647298271713,-1.102021961084198
2024-12-27,-1.2199297267005935,-1.1331001486851906,0.4920637761666995,-1.008260572464075,-0.986123699316216
2024-12-30,-1.1989253324505011,-1.1172319965292918,0.47113406028545807,-1.1372613759436998,-0.9630151501906987
2024-12-31,-1.3272855195344146,-1.2071515254127114,0.07608567302709003,-1.1651534415609142,-1.1055771224881217
2025-01-02,-1.485985387201795,-1.3182285905039985,-0.19076820445869927,-0.9908280314533172,-1.281557611982448
2025-01-03,-1.5373294620353593,-1.3658330469716946,-0.2614059955578733,-1.0997814127705725,-1.269825579349495
2025-01-06,-1.240934120950691,-1.1198766885552724,0.1257937482450301,-1.008260572464075,-0.9452393431710702
2025-01-07,-1.3179502332010402,-1.1595470689450191,0.28538283183947466,-1.167768322712526,-0.9957226351068154
2025-01-08,-1.5676691426188312,-1.3605436629197296,0.044691099205231594,-0.7424143220499898,-1.254893901453007
2025-01-09,-1.5233265325352976,-1.3288073586079323,-0.05472505123064851,-0.3894053665821062,-1.2033440610960833
2025-01-10,-1.5256603541186413,-1.286492286192205,0.02376138332399759,-0.48964247739398276,-1.2090323193423638
2025-01-13,-1.7730454419530888,-1.3420308187378467,-0.6669192407568658,-0.08259264479273842,-1.4831352635850403
2025-01-14,-1.6633558275359293,-1.2706241340363063,-0.298032998350044,0.028975617676119066,-1.3633263242727431
2025-01-15,-1.5349956404520158,-1.1859939892048479,-0.26663842452818554,0.05076629393957596,-1.2186312551329632
2025-01-16,-1.6003426447856468,-1.2045068333867308,-0.6041300931131489,0.002826806159982405,-1.2911565477730473
2025-01-17,-1.539663283618703,-1.1357448407111712,-0.6643030262717134,0.17279408101489005,-1.2332074168890597
2025-01-20,-1.497654495118513,-1.1172319965292918,-0.36867078944921805,0.2904637328375147,-1.2484946109259396
2025-01-21,-1.401967810201415,-1.0061549314380047,-0.3948329343007717,0.2599567860686886,-1.2442284172412292
2025-01-22,-1.2012591540338446,-0.868630946086889,-0.01286561946817307,0.18412523267188066,-1.084601670204961
2025-01-23,-1.2922781957842555,-0.9426823228144099,-0.049492622260336294,0.1858684867729584,-1.1069991870496918
2025-01-24,-1.1335783281168752,-0.8368946417750915,0.2958476897800917,0.13792899899337452,-1.0849571863453529
2025-01-27,-0.9982166762829308,-0.6914365803460264,-0.14629255821106402,-0.1296605055217883,-0.9374179880824327
2025-01-28,-1.2526032288674092,-0.8712756381128696,-0.2378600651914795,-0.3371077435498329,-1.2179202228521766
2025-01-29,-1.3109487684510042,-0.926814170658515,-0.3320437866570548,-0.4634936658778364,-1.264848353383998
2025-01-30,-1.294612017367599,-0.897722558372702,-0.6407570959053196,-0.49661549379828396,-1.2467170302239776
2025-01-31,-1.3179502332010402,-0.926814170658515,-0.4654707253999458,-0.5637307766897033,-1.2726697084726355
2025-02-03,-1.5956750016189545,-1.0696275400615958,-1.0201081962527583,-0.9751387445436371,-1.5794801376314287
2025-02-04,-1.4533118850349793,-0.9215247866065462,-0.5884328062022197,-0.9298141379156649,-1.4219864874375174
2025-02-05,-1.2502694072840654,-0.6438321238783303,-0.9206920458168782,-1.0195917241210752,-1.1183757035422563
2025-02-06,-1.394966345451384,-0.72317288465782,-1.2607999288870015,-0.4940006126466722,-1.2200533196945333
2025-02-07,-1.3552913785345377,-0.7099494245279057,-1.3078917896197817,-0.785995674576894,-1.1763248344262471
2025-02-10,-1.4883192087851385,-0.8527627939309902,-1.5302700208579432,-0.8470095681145559,-1.261293191980071
2025-02-11,-1.478983922451764,-1.043180619801767,-1.4360862993923678,-0.7842524204758162,-1.2452949656624075
2025-02-12,-1.3716281296179482,-0.897722558372702,-0.9285406892723429,-0.7990700803349623,-1.1194422519634346
2025-02-13,-1.324951697951071,-0.8236711816451772,-0.7794164636185227,-0.8208607565984095,-1.1112653807344055
2025-02-14,-1.1195753986168084,-0.7099494245279057,-0.7009300290638766,-0.90628020755114,-0.9960781512472103
2025-02-17,-1.1312445065335315,-0.6623449680602134,-1.0724324859558583,-0.9777536256952488,-1.0227418617766515
2025-02-18,-1.1919238677004702,-0.6993706564239758,-1.1038270597777093,-1.0718893471533486,-1.0262970231805784
2025-02-19,-1.222263548283937,-0.7549091889696175,-1.14045406256988,-1.234883605603955,-1.0401621526558882
2025-02-20,-1.2012591540338446,-0.8104477215152591,-1.613988884382894,-1.2479580113620234,-1.1148205421383293
2025-02-21,-1.1499150792002804,-0.7496198049176525,-1.3889944386595803,-1.3028705155459182,-1.0700255084488646
2025-02-24,-1.1475812576169366,-0.7205281926318394,-1.5590483801946418,-1.2418566220082563,-1.0892233800300632
2025-02-25,-1.0752327885332749,-0.5221762906831132,-1.4596322297587616,-1.173869712066293,-0.9683478922965876
2025-02-26,-1.0985710043667158,-0.567136055124825,-1.587826739531348,-1.2087347940878184,-1.0017664094934908
2025-02-27,-1.121909220200152,-0.5777148232287549,-1.5799780960758831,-1.378702068942726,-1.0010553772127042
2025-02-28,-1.2759414447008501,-0.6676343521121784,-1.5198051629173188,-1.4353578272276888,-1.1237084456481452
2025-03-03,-1.1499150792002804,-0.567136055124825,-1.1613837784511138,-1.5033447371696518,-0.9459503754518568
2025-03-04,-0.9352034935326432,-0.3978757654619118,-1.6401510292344403,-1.2784649581308591,-0.8279190168415181
2025-03-05,-0.615469936614539,-0.1069596426037778,-0.7009300290638766,-0.6578664981478127,-0.45071639188499435
2025-03-06,-0.37742013511346595,0.13635202378666011,-0.9233082603020307,-0.40509465349179596,-0.24736115958044014
2025-03-07,-0.23505701852948566,0.25007378090392784,-0.6329084524498549,-0.14534979243147803,-0.13572909149717194
2025-03-10,-0.26306287752961405,0.31619108155350323,-0.884065043024715,-0.35366865751005666,-0.07991305745553468
2025-03-11,-0.10669683144557732,0.43784691474872406,-0.32681135768674263,0.10393554402239298,-0.0048991518327019135
2025-03-12,-0.1673761926125161,0.379663690177098,-0.14106012924075922,-0.15406606293685693,-0.033695959204499915
2025-03-13,-0.29807020127977324,0.20511401646221614,-0.5570382323803686,-0.41555417809825257,-0.15990418904386458
2025-03-14,-0.1603747278624853,0.3109016975015383,-0.23262763622117472,-0.06254522263036892,-0.0429393788547075
2025-03-17,-0.12770122569566972,0.3003229293976045,-0.13321148578529463,-0.19939066956482907,-0.026230120256257393
2025-03-18,-0.09269390194551054,0.26594193305982655,0.19119911037389936,-0.07126149313574781,-0.012720506921339343
2025-03-19,-0.1417041551957365,0.14957548391657444,0.1310261772153423,-0.15406606293685693,-0.055737959908842054
2025-03-20,-0.2910687365297424,0.014696190591439283,-0.5020977281921164,-0.4922573585455945,-0.1641703827285782
2025-03-21,-0.305071666029804,-0.09373618247386346,-0.4654707253999458,-0.4268853297552432,-0.16559244729014835
2025-03-24,-0.3120731307798348,-0.23126016782497924,-0.16198984512199321,-0.5157912889101194,-0.1527938662360138
2025-03-25,-0.30973930919649123,-0.19158978743523625,-0.1175141988743654,-0.6012107398628402,-0.13217393009324496
2025-03-26,-0.39609070778021477,-0.28944339239660527,-0.14890877269622382,-0.550656370931635,-0.19972199676783522
2025-03-27,-0.40309217253024554,-0.27357524024071034,-0.0573412657158009,-0.81650262134572,-0.20683231957568599
2025-03-28,-0.3750863135301172,-0.30266685252652337,-0.03379533534941451,-0.7816375393242045,-0.1769689637827096
2025-03-31,-0.3330775250299324,-0.28944339239660527,-0.3058816418055086,-0.6264879243284429,-0.178035512203888
2025-04-01,-0.39609070778021477,-0.29473277644857404,-0.48116801231087497,-0.5140480348090417,-0.1819461897482067
2025-04-02,-0.3610833840300556,-0.300022160500539,-0.40529779224138873,-0.6970897154220177,-0.14710560798973318
2025-04-03,0.32506016147303524,0.3003229293976045,-0.15675741615168845,-0.0799777636411267,0.7025779675485306
2025-04-04,0.23170729813928087,0.24742908887794723,-0.5779679482616027,0.6364996719010971,0.5600159952511045
2025-04-07,0.0216633556383362,0.14957548391657444,-0.5727355192912905,1.1620907833755,0.4309636362885963
2025-04-08,-0.018011611278510177,0.2421397048259785,-0.5544220178952088,1.2109018982056277,0.5034889289286837
2025-04-09,0.2037014391391577,0.5912390522557386,-0.826508324351303,1.9003588951811712,0.7950121640506002
2025-04-10,0.29005283772288126,0.5251217516061631,-0.3896005053304595,1.3076525008153488,0.7800804861541087
2025-04-11,0.9061817357256589,1.1069539973224274,-0.18291956100323467,2.1121642684619055,1.3780586342944268
2025-04-14,0.9785302048093156,1.1466243777121703,0.052539742660696206,1.8550342885531992,1.5120882192224256
2025-04-15,0.8548376608920946,0.9958769322311403,-0.24047627967663932,1.14640149646582,1.3837468925407073
2025-04-16,0.9271861299757512,0.9958769322311403,-0.17768713203292244,1.1882395948916464,1.4285419262301688
2025-04-17,0.9388552378924693,0.9324043236075454,-0.2064654913696285,1.4105044927788275,1.4068554416662216
2025-04-22,1.209578541560358,1.1334009175822561,-0.4497734384890165,1.3974300870207592,1.7726815501301842
2025-04-23,1.0672154249763828,1.0540601568027663,-0.28495192592426716,1.3407743287357867,1.5131547676436072
2025-04-24,0.976196383225972,0.9482724757634442,-0.15937363063684085,1.0853876029281582,1.4157433451760406
2025-04-25,0.9318537731424384,0.9324043236075454,0.00806409641306837,0.91977846332594,1.3617048918363683
2025-04-28,0.9341875947257821,0.813393182438309,0.00806409641306837,0.7716018647344892,1.4036557964026894
2025-04-29,0.9691949184759413,0.8795104830878844,-0.1279790568149824,0.6321415366484078,1.3410849556935964
2025-04-30,0.9691949184759413,0.6996714253210413,-0.02333047740879007,0.8064669467560048,1.3126436644621933
2025-05-02,0.8991802709756281,0.5621474399699256,0.3036963332355563,0.9372110043366978,1.2571831465609478
2025-05-05,0.8991802709756281,0.5621474399699256,0.11009646133410086,0.7803181352398681,1.2571831465609478
2025-05-06,0.8571714824754381,0.5462792878140268,-0.2954167838648916,0.37936969199239096,0.9926791381088738
2025-05-07,0.9388552378924693,0.739341805710788,0.031610026779454764,0.745453053218343,1.1149766904039198
2025-05-08,0.791824478141807,0.8186825664902777,0.17811803794812253,0.44038358553005286,1.0029891061802534
2025-05-09,0.6868025068913346,0.6838032731651426,0.15457210758173615,0.44909985603543173,0.8984673609048391
2025-05-12,0.3460645557231328,0.19717994038426678,0.4423557009487594,0.030718871777196777,0.3755031183873571
2025-05-13,0.36006748522319443,0.35321676991726564,0.4815989182260825,-0.16975534984653698,0.3833244734759945
2025-05-14,0.5981172867242674,0.5991731283336879,0.32462604911679027,-0.09130891529811731,0.6581384499994546
